order_id,customer_id,order_date,product_name,category,quantity,unit_price
ORD-10839,CUST-115,2026-03-17 04:32:55,Jacket,Clothing,4,89.99
ORD-10840,CUST-859,2025-11-14 15:50:25,Mechanical Keyboard,Electronics,2,89.99
ORD-10841,CUST-872,2026-03-20 16:28:32,Running Shoes,Sports,4,99.99
ORD-10842,CUST-812,2026-01-09 00:17:33,RC Car,Toys,2,49.99
ORD-10843,CUST-506,2026-04-19 12:34:32,Sneakers,Clothing,1,79.99
ORD-10844,CUST-894,2026-01-02 11:09:09,Blender,Home & Garden,1,49.99
ORD-10845,CUST-646,2026-02-17 23:12:11,Planter,Home & Garden,1,24.99
ORD-10846,CUST-468,2025-12-16 15:34:19,Action Figure,Toys,3,14.99
ORD-10847,CUST-577,2026-04-22 18:44:29,Mechanical Keyboard,Electronics,3,89.99
ORD-10848,CUST-839,2026-03-01 14:53:51,Running Shoes,Sports,2,99.99
ORD-10849,CUST-427,2026-03-12 22:51:43,Jacket,Clothing,1,89.99
ORD-10850,CUST-523,2025-12-10 16:20:26,Smartwatch,Electronics,1,149.99
ORD-10851,CUST-326,2026-03-29 22:37:46,T-Shirt,Clothing,1,19.99
ORD-10852,CUST-666,2026-01-15 12:43:34,Puzzle,Toys,1,19.99
ORD-10853,CUST-527,2026-04-13 15:22:40,Blender,Home & Garden,1,49.99
ORD-10854,CUST-437,2026-01-14 14:07:40,Sneakers,Clothing,1,79.99
ORD-10855,CUST-351,2026-01-11 15:56:51,Running Shoes,Sports,1,99.99
ORD-10856,CUST-801,2025-11-28 11:23:41,Tool Set,Home & Garden,1,129.99
ORD-10857,CUST-600,2026-02-25 17:38:47,Running Shoes,Sports,1,99.99
ORD-10858,CUST-850,2026-03-09 08:14:02,Planter,Home & Garden,1,24.99
ORD-10859,CUST-837,2025-12-10 04:52:27,Board Game,Toys,1,39.99
ORD-10860,CUST-655,2026-04-01 13:51:55,Smartwatch,Electronics,1,149.99
ORD-10861,CUST-176,2026-02-23 06:00:47,Smartwatch,Electronics,2,149.99
ORD-10862,CUST-522,2026-03-04 09:49:03,T-Shirt,Clothing,3,19.99
ORD-10863,CUST-336,2026-02-21 13:32:42,4K Monitor,Electronics,2,299.99
ORD-10864,CUST-109,2026-02-16 00:18:40,Jacket,Clothing,1,89.99
ORD-10865,CUST-482,2026-03-08 17:15:07,Smartwatch,Electronics,2,149.99
ORD-10866,CUST-782,2026-01-03 23:36:06,RC Car,Toys,4,49.99
ORD-10867,CUST-775,2026-01-09 20:06:34,Running Shoes,Sports,1,99.99
ORD-10868,CUST-644,2026-04-10 03:51:31,Board Game,Toys,1,39.99
ORD-10869,CUST-117,2026-04-18 03:29:46,Action Figure,Toys,2,14.99
ORD-10870,CUST-648,2026-02-12 00:58:38,Blender,Home & Garden,1,49.99
ORD-10871,CUST-814,2026-01-26 17:19:47,Dumbbells,Sports,3,59.99
ORD-10872,CUST-283,2026-03-18 12:16:49,Mechanical Keyboard,Electronics,4,89.99
ORD-10873,CUST-636,2026-02-17 03:22:29,T-Shirt,Clothing,1,19.99
ORD-10874,CUST-734,2025-11-22 17:48:29,Action Figure,Toys,1,14.99
ORD-10875,CUST-462,2026-01-04 04:35:46,Coffee Maker,Home & Garden,2,69.99
ORD-10876,CUST-180,2026-03-26 08:52:21,Planter,Home & Garden,5,24.99
ORD-10877,CUST-570,2026-03-20 04:13:15,Puzzle,Toys,1,19.99
ORD-10878,CUST-813,2025-11-23 16:36:27,Sneakers,Clothing,1,79.99
ORD-10879,CUST-182,2026-01-17 20:49:11,Smartwatch,Electronics,1,149.99
ORD-10880,CUST-488,2026-01-19 14:07:58,Yoga Mat,Sports,1,29.99
ORD-10881,CUST-157,2026-03-21 14:33:43,Wireless Earbuds,Electronics,2,49.99
ORD-10882,CUST-184,2025-11-19 08:00:05,Running Shoes,Sports,3,99.99
ORD-10883,CUST-760,2025-12-22 03:23:01,Tool Set,Home & Garden,1,129.99
ORD-10884,CUST-197,2026-04-04 01:13:16,Action Figure,Toys,4,14.99
ORD-10885,CUST-335,2026-01-09 02:53:41,Jacket,Clothing,4,89.99
ORD-10886,CUST-808,2026-03-19 11:44:36,Puzzle,Toys,1,19.99
ORD-10887,CUST-147,2026-01-20 21:49:48,4K Monitor,Electronics,2,299.99
ORD-10888,CUST-387,2025-12-20 19:46:53,Board Game,Toys,1,39.99
ORD-10889,CUST-133,2026-01-21 19:47:53,Jeans,Clothing,4,49.99
ORD-10890,CUST-422,2026-03-27 00:54:22,Wireless Earbuds,Electronics,5,49.99
ORD-10891,CUST-701,2026-04-09 13:39:55,T-Shirt,Clothing,2,19.99
ORD-10892,CUST-829,2026-04-07 01:43:37,Yoga Mat,Sports,4,29.99
ORD-10893,CUST-406,2026-02-15 12:04:13,Jeans,Clothing,1,49.99
ORD-10894,CUST-680,2026-03-21 04:30:51,Yoga Mat,Sports,2,29.99
ORD-10895,CUST-653,2026-01-14 13:23:12,Tool Set,Home & Garden,1,129.99
ORD-10896,CUST-857,2026-01-30 12:28:52,T-Shirt,Clothing,2,19.99
ORD-10897,CUST-805,2026-04-13 11:27:32,4K Monitor,Electronics,1,299.99
ORD-10898,CUST-454,2025-11-14 14:05:26,Smartwatch,Electronics,1,149.99
ORD-10899,CUST-337,2025-12-16 16:44:45,4K Monitor,Electronics,1,299.99
ORD-10900,CUST-887,2026-01-15 03:10:58,RC Car,Toys,5,49.99
ORD-10901,CUST-506,2025-11-23 09:10:14,Tool Set,Home & Garden,1,129.99
ORD-10902,CUST-379,2026-01-09 17:36:46,Tennis Racket,Sports,1,119.99
ORD-10903,CUST-464,2026-03-11 12:07:40,Board Game,Toys,4,39.99
ORD-10904,CUST-542,2026-02-18 21:55:20,Jeans,Clothing,2,49.99
ORD-10905,CUST-776,2026-04-13 03:05:27,Yoga Mat,Sports,1,29.99
ORD-10906,CUST-733,2026-04-05 19:19:20,Blender,Home & Garden,2,49.99
ORD-10907,CUST-830,2026-02-07 07:11:34,4K Monitor,Electronics,1,299.99
ORD-10908,CUST-257,2026-01-24 17:49:52,Yoga Mat,Sports,2,29.99
ORD-10909,CUST-749,2026-02-12 23:26:50,T-Shirt,Clothing,2,19.99
ORD-10910,CUST-424,2026-03-12 08:34:58,Planter,Home & Garden,1,24.99
ORD-10911,CUST-105,2026-01-26 06:10:21,Blender,Home & Garden,1,49.99
ORD-10912,CUST-879,2026-03-16 06:25:56,Coffee Maker,Home & Garden,1,69.99
ORD-10913,CUST-189,2026-02-17 05:39:46,Jeans,Clothing,1,49.99
ORD-10914,CUST-670,2026-03-07 19:15:11,Board Game,Toys,1,39.99
ORD-10915,CUST-205,2026-02-20 22:25:16,Wireless Earbuds,Electronics,1,49.99
ORD-10916,CUST-667,2026-01-30 17:44:00,4K Monitor,Electronics,1,299.99
ORD-10917,CUST-432,2026-04-18 08:41:04,Yoga Mat,Sports,1,29.99
ORD-10918,CUST-523,2026-03-31 08:30:38,Yoga Mat,Sports,2,29.99
ORD-10919,CUST-842,2025-12-31 10:32:51,Board Game,Toys,4,39.99
ORD-10920,CUST-348,2026-04-10 19:22:36,Puzzle,Toys,1,19.99
ORD-10921,CUST-801,2026-02-27 17:33:41,Yoga Mat,Sports,1,29.99
ORD-10922,CUST-375,2026-04-13 07:23:16,Blender,Home & Garden,1,49.99
ORD-10923,CUST-249,2026-04-04 01:04:28,4K Monitor,Electronics,1,299.99
ORD-10924,CUST-382,2026-02-19 10:30:04,Dumbbells,Sports,1,59.99
ORD-10925,CUST-178,2025-11-21 01:03:23,Planter,Home & Garden,1,24.99
ORD-10926,CUST-352,2026-01-26 08:43:53,Running Shoes,Sports,1,99.99
ORD-10927,CUST-300,2026-03-06 12:50:13,Tennis Racket,Sports,1,119.99
ORD-10928,CUST-411,2026-03-17 07:50:40,Wireless Earbuds,Electronics,4,49.99
ORD-10929,CUST-440,2026-01-24 11:18:31,RC Car,Toys,1,49.99
ORD-10930,CUST-437,2025-12-31 06:10:22,Tennis Racket,Sports,1,119.99
ORD-10931,CUST-766,2026-04-07 12:52:39,RC Car,Toys,1,49.99
ORD-10932,CUST-428,2026-04-21 15:40:29,RC Car,Toys,4,49.99
ORD-10933,CUST-305,2026-03-04 13:41:33,Running Shoes,Sports,1,99.99
ORD-10934,CUST-507,2026-01-07 15:27:21,Tool Set,Home & Garden,1,129.99
ORD-10935,CUST-811,2026-01-26 23:48:26,Running Shoes,Sports,5,99.99
ORD-10936,CUST-348,2025-11-18 11:20:36,Tool Set,Home & Garden,1,129.99
ORD-10937,CUST-502,2026-04-15 04:14:17,Planter,Home & Garden,1,24.99
ORD-10938,CUST-677,2025-12-25 19:54:04,Jacket,Clothing,1,89.99
ORD-10939,CUST-658,2026-03-10 17:37:03,Jeans,Clothing,2,49.99
ORD-10940,CUST-663,2026-01-27 07:01:50,Wireless Earbuds,Electronics,5,49.99
ORD-10941,CUST-572,2026-03-08 01:26:30,Jacket,Clothing,1,89.99
ORD-10942,CUST-398,2026-03-19 08:11:50,4K Monitor,Electronics,3,299.99
ORD-10943,CUST-518,2026-04-07 00:35:37,Running Shoes,Sports,1,99.99
ORD-10944,CUST-410,2026-01-14 20:13:49,Sneakers,Clothing,1,79.99
ORD-10945,CUST-257,2025-11-12 22:29:52,Dumbbells,Sports,2,59.99
ORD-10946,CUST-175,2025-12-30 15:48:52,Tennis Racket,Sports,5,119.99
ORD-10947,CUST-590,2026-04-13 19:51:10,Puzzle,Toys,1,19.99
ORD-10948,CUST-618,2026-04-11 07:55:29,Dumbbells,Sports,1,59.99
ORD-10949,CUST-468,2026-03-13 04:32:04,Board Game,Toys,1,39.99
ORD-10950,CUST-187,2026-03-13 13:11:49,Mechanical Keyboard,Electronics,2,89.99
ORD-10951,CUST-773,2026-03-20 20:26:56,Planter,Home & Garden,1,24.99
ORD-10952,CUST-727,2026-01-08 10:36:00,Smartwatch,Electronics,1,149.99
ORD-10953,CUST-760,2026-04-15 04:29:37,Yoga Mat,Sports,5,29.99
ORD-10954,CUST-439,2026-02-18 13:04:39,Dumbbells,Sports,1,59.99
ORD-10955,CUST-200,2026-02-13 11:30:00,Coffee Maker,Home & Garden,1,69.99
ORD-10956,CUST-864,2026-03-03 17:27:04,Action Figure,Toys,1,14.99
ORD-10957,CUST-804,2025-12-03 01:42:47,Puzzle,Toys,1,19.99
ORD-10958,CUST-483,2026-01-06 11:06:07,Yoga Mat,Sports,1,29.99
ORD-10959,CUST-795,2026-03-28 16:45:44,Puzzle,Toys,2,19.99
ORD-10960,CUST-254,2025-12-15 20:34:05,Planter,Home & Garden,5,24.99
ORD-10961,CUST-594,2026-03-13 20:32:04,Mechanical Keyboard,Electronics,1,89.99
ORD-10962,CUST-187,2026-01-22 05:18:44,Mechanical Keyboard,Electronics,3,89.99
ORD-10963,CUST-847,2026-02-14 08:54:00,T-Shirt,Clothing,1,19.99
ORD-10964,CUST-451,2026-01-29 18:38:39,Tennis Racket,Sports,2,119.99
ORD-10965,CUST-633,2026-02-09 09:52:23,Running Shoes,Sports,1,99.99
ORD-10966,CUST-199,2026-03-26 16:42:38,Tennis Racket,Sports,2,119.99
ORD-10967,CUST-563,2026-01-31 04:16:54,Tool Set,Home & Garden,1,129.99
ORD-10968,CUST-145,2026-03-09 12:43:28,Mechanical Keyboard,Electronics,1,89.99
ORD-10969,CUST-451,2026-02-26 06:08:35,Mechanical Keyboard,Electronics,2,89.99
ORD-10970,CUST-268,2026-03-20 16:49:49,Sneakers,Clothing,1,79.99
ORD-10971,CUST-665,2026-04-17 06:49:30,Jeans,Clothing,1,49.99
ORD-10972,CUST-536,2026-03-28 03:00:17,Tennis Racket,Sports,1,119.99
ORD-10973,CUST-514,2026-01-16 12:19:20,Jeans,Clothing,1,49.99
ORD-10974,CUST-773,2025-11-25 20:21:23,Dumbbells,Sports,1,59.99
ORD-10975,CUST-855,2026-01-25 05:50:41,RC Car,Toys,3,49.99
ORD-10976,CUST-560,2026-03-12 22:00:08,Puzzle,Toys,1,19.99
ORD-10977,CUST-104,2025-12-04 21:09:22,Jacket,Clothing,1,89.99
ORD-10978,CUST-870,2026-02-28 21:04:46,4K Monitor,Electronics,1,299.99
ORD-10979,CUST-649,2026-03-13 02:56:26,Jeans,Clothing,1,49.99
ORD-10980,CUST-301,2026-02-06 03:03:21,Tennis Racket,Sports,1,119.99
ORD-10981,CUST-786,2026-04-01 02:31:40,Running Shoes,Sports,1,99.99
ORD-10982,CUST-754,2025-12-22 19:57:07,Tool Set,Home & Garden,1,129.99
ORD-10983,CUST-725,2025-12-13 09:39:55,Yoga Mat,Sports,1,29.99
ORD-10984,CUST-456,2026-03-27 15:55:34,Planter,Home & Garden,3,24.99
ORD-10985,CUST-732,2026-02-28 18:23:45,Jeans,Clothing,3,49.99
ORD-10986,CUST-822,2026-03-23 09:48:12,Blender,Home & Garden,4,49.99
ORD-10987,CUST-704,2026-02-20 18:10:07,4K Monitor,Electronics,2,299.99
ORD-10988,CUST-420,2026-01-22 09:53:56,Mechanical Keyboard,Electronics,1,89.99
ORD-10989,CUST-219,2026-04-05 23:16:59,Jeans,Clothing,1,49.99
ORD-10990,CUST-244,2026-04-04 00:00:47,Action Figure,Toys,1,14.99
ORD-10991,CUST-710,2026-03-24 02:09:06,T-Shirt,Clothing,1,19.99
ORD-10992,CUST-533,2026-01-26 23:08:09,Jeans,Clothing,1,49.99
ORD-10993,CUST-650,2026-03-12 08:24:07,Jeans,Clothing,1,49.99
ORD-10994,CUST-601,2026-02-10 05:00:07,Blender,Home & Garden,1,49.99
ORD-10995,CUST-422,2025-12-18 12:50:23,Tennis Racket,Sports,2,119.99
ORD-10996,CUST-467,2026-04-15 11:02:34,Wireless Earbuds,Electronics,1,49.99
ORD-10997,CUST-299,2025-12-30 15:25:24,Yoga Mat,Sports,5,29.99
ORD-10998,CUST-617,2026-04-18 12:38:22,Running Shoes,Sports,1,99.99
ORD-10999,CUST-603,2026-02-22 06:33:10,Dumbbells,Sports,2,59.99
ORD-11000,CUST-554,2026-01-10 12:16:05,Running Shoes,Sports,1,99.99
ORD-11001,CUST-678,2026-03-06 13:37:11,Wireless Earbuds,Electronics,2,49.99
ORD-11002,CUST-325,2026-04-11 05:44:32,Blender,Home & Garden,1,49.99
ORD-11003,CUST-330,2026-03-28 02:07:42,Board Game,Toys,1,39.99
ORD-11004,CUST-899,2026-04-04 17:14:11,Tennis Racket,Sports,1,119.99
ORD-11005,CUST-891,2026-03-20 03:50:48,Running Shoes,Sports,1,99.99
ORD-11006,CUST-215,2026-03-23 19:52:30,Puzzle,Toys,1,19.99
ORD-11007,CUST-893,2026-04-08 22:27:24,Board Game,Toys,3,39.99
ORD-11008,CUST-475,2026-01-23 00:03:49,Board Game,Toys,3,39.99
ORD-11009,CUST-142,2026-02-27 23:43:25,Tennis Racket,Sports,1,119.99
ORD-11010,CUST-535,2026-01-17 17:19:12,Mechanical Keyboard,Electronics,2,89.99
ORD-11011,CUST-769,2026-04-21 22:46:43,Sneakers,Clothing,1,79.99
ORD-11012,CUST-133,2026-04-17 22:55:40,Tennis Racket,Sports,1,119.99
ORD-11013,CUST-189,2025-11-29 19:17:08,Tennis Racket,Sports,3,119.99
ORD-11014,CUST-220,2026-03-25 06:14:04,Sneakers,Clothing,1,79.99
ORD-11015,CUST-855,2026-04-16 04:53:56,Puzzle,Toys,2,19.99
ORD-11016,CUST-827,2026-01-09 13:14:46,RC Car,Toys,2,49.99
ORD-11017,CUST-269,2026-03-09 17:08:34,RC Car,Toys,1,49.99
ORD-11018,CUST-311,2026-04-15 06:55:27,Jacket,Clothing,3,89.99
ORD-11019,CUST-683,2025-11-27 05:26:02,Planter,Home & Garden,1,24.99
ORD-11020,CUST-711,2026-03-24 09:12:13,Board Game,Toys,1,39.99
ORD-11021,CUST-820,2026-01-31 05:10:56,Blender,Home & Garden,1,49.99
ORD-11022,CUST-373,2026-04-16 02:59:06,Action Figure,Toys,5,14.99
ORD-11023,CUST-795,2026-04-20 10:31:31,Mechanical Keyboard,Electronics,1,89.99
ORD-11024,CUST-868,2026-04-17 23:23:18,Dumbbells,Sports,4,59.99
ORD-11025,CUST-383,2026-02-26 00:23:21,T-Shirt,Clothing,2,19.99
ORD-11026,CUST-235,2026-04-10 04:27:23,Sneakers,Clothing,1,79.99
ORD-11027,CUST-429,2026-04-08 11:33:04,Sneakers,Clothing,2,79.99
ORD-11028,CUST-792,2026-02-03 17:49:20,Yoga Mat,Sports,1,29.99
ORD-11029,CUST-691,2026-04-06 22:38:01,Coffee Maker,Home & Garden,2,69.99
ORD-11030,CUST-484,2025-11-28 16:33:10,Tennis Racket,Sports,1,119.99
ORD-11031,CUST-887,2026-03-13 01:20:17,4K Monitor,Electronics,1,299.99
ORD-11032,CUST-867,2026-01-19 09:20:15,Coffee Maker,Home & Garden,2,69.99
ORD-11033,CUST-477,2025-12-26 13:31:15,Tennis Racket,Sports,5,119.99
ORD-11034,CUST-435,2025-12-13 23:53:08,Puzzle,Toys,1,19.99
ORD-11035,CUST-892,2026-03-24 06:16:33,4K Monitor,Electronics,2,299.99
ORD-11036,CUST-569,2026-02-07 00:00:23,Planter,Home & Garden,3,24.99
ORD-11037,CUST-647,2026-03-27 07:15:15,Yoga Mat,Sports,1,29.99
ORD-11038,CUST-539,2025-12-10 01:54:05,Jacket,Clothing,1,89.99
ORD-11039,CUST-430,2026-02-03 03:12:34,Blender,Home & Garden,1,49.99
ORD-11040,CUST-691,2026-03-06 06:32:29,T-Shirt,Clothing,1,19.99
ORD-11041,CUST-596,2026-04-03 02:57:20,Tool Set,Home & Garden,3,129.99
ORD-11042,CUST-880,2026-02-03 16:29:29,Smartwatch,Electronics,1,149.99
ORD-11043,CUST-741,2026-03-16 11:11:34,Tennis Racket,Sports,1,119.99
ORD-11044,CUST-261,2026-04-12 11:45:31,Tennis Racket,Sports,1,119.99
ORD-11045,CUST-538,2026-03-15 07:42:10,Jacket,Clothing,5,89.99
ORD-11046,CUST-235,2026-01-19 22:35:03,Blender,Home & Garden,1,49.99
ORD-11047,CUST-380,2025-11-22 04:18:53,4K Monitor,Electronics,2,299.99
ORD-11048,CUST-356,2026-04-10 23:09:18,4K Monitor,Electronics,1,299.99
ORD-11049,CUST-764,2025-11-20 07:31:44,Jeans,Clothing,1,49.99
ORD-11050,CUST-740,2026-04-11 09:47:58,Blender,Home & Garden,2,49.99
ORD-11051,CUST-873,2026-03-04 23:21:03,Sneakers,Clothing,1,79.99
ORD-11052,CUST-193,2026-04-17 11:48:58,Mechanical Keyboard,Electronics,1,89.99
ORD-11053,CUST-588,2026-04-03 22:29:04,4K Monitor,Electronics,1,299.99
ORD-11054,CUST-331,2026-04-22 21:02:02,Action Figure,Toys,2,14.99
ORD-11055,CUST-109,2026-02-08 15:50:33,Wireless Earbuds,Electronics,2,49.99
ORD-11056,CUST-223,2026-03-31 17:21:20,Dumbbells,Sports,2,59.99
ORD-11057,CUST-589,2026-02-16 04:17:35,4K Monitor,Electronics,1,299.99
ORD-11058,CUST-191,2026-02-26 18:05:40,Mechanical Keyboard,Electronics,1,89.99
ORD-11059,CUST-476,2026-03-16 15:35:49,Blender,Home & Garden,1,49.99
ORD-11060,CUST-892,2026-04-11 07:25:57,T-Shirt,Clothing,2,19.99
ORD-11061,CUST-793,2026-04-21 14:58:51,T-Shirt,Clothing,1,19.99
ORD-11062,CUST-676,2026-03-31 20:01:50,Wireless Earbuds,Electronics,2,49.99
ORD-11063,CUST-268,2026-02-18 09:43:31,Tennis Racket,Sports,1,119.99
ORD-11064,CUST-318,2026-02-18 21:41:51,T-Shirt,Clothing,4,19.99
ORD-11065,CUST-730,2026-03-28 15:37:38,Tennis Racket,Sports,3,119.99
ORD-11066,CUST-188,2026-01-21 00:27:32,Mechanical Keyboard,Electronics,1,89.99
ORD-11067,CUST-226,2025-12-23 21:21:53,Puzzle,Toys,2,19.99
ORD-11068,CUST-459,2026-02-09 06:03:55,Dumbbells,Sports,1,59.99
ORD-11069,CUST-243,2026-01-29 12:47:19,Sneakers,Clothing,1,79.99
ORD-11070,CUST-186,2026-01-31 01:03:20,Sneakers,Clothing,1,79.99
ORD-11071,CUST-714,2026-01-20 01:29:00,RC Car,Toys,1,49.99
ORD-11072,CUST-807,2025-11-30 23:49:00,Wireless Earbuds,Electronics,3,49.99
ORD-11073,CUST-774,2025-11-18 03:03:15,Blender,Home & Garden,1,49.99
ORD-11074,CUST-721,2026-04-21 22:53:49,Action Figure,Toys,1,14.99
ORD-11075,CUST-501,2026-02-19 18:58:02,Blender,Home & Garden,2,49.99
ORD-11076,CUST-345,2026-02-13 15:38:34,Running Shoes,Sports,1,99.99
ORD-11077,CUST-346,2026-03-22 10:56:16,Running Shoes,Sports,2,99.99
ORD-11078,CUST-172,2026-01-17 03:42:03,Action Figure,Toys,3,14.99
ORD-11079,CUST-112,2026-04-18 12:01:39,Planter,Home & Garden,4,24.99
ORD-11080,CUST-235,2026-04-02 16:18:21,Yoga Mat,Sports,3,29.99
ORD-11081,CUST-682,2025-12-17 21:15:02,Dumbbells,Sports,1,59.99
ORD-11082,CUST-799,2026-02-18 09:06:13,Jeans,Clothing,2,49.99
ORD-11083,CUST-888,2026-04-11 19:59:13,4K Monitor,Electronics,1,299.99
ORD-11084,CUST-169,2026-04-18 00:25:22,Wireless Earbuds,Electronics,1,49.99
ORD-11085,CUST-140,2026-02-25 02:56:34,Smartwatch,Electronics,4,149.99
ORD-11086,CUST-507,2026-03-15 00:56:52,Action Figure,Toys,1,14.99
ORD-11087,CUST-829,2026-01-06 15:04:23,Action Figure,Toys,2,14.99
ORD-11088,CUST-533,2026-04-22 06:22:49,Yoga Mat,Sports,1,29.99
ORD-11089,CUST-649,2026-01-19 16:48:47,Board Game,Toys,2,39.99
ORD-11090,CUST-384,2026-04-17 19:58:32,4K Monitor,Electronics,1,299.99
ORD-11091,CUST-623,2026-03-19 03:26:49,Jacket,Clothing,5,89.99
ORD-11092,CUST-259,2026-03-14 09:15:41,Board Game,Toys,1,39.99
ORD-11093,CUST-700,2026-03-02 22:42:59,4K Monitor,Electronics,1,299.99
ORD-11094,CUST-547,2026-01-19 12:18:44,Sneakers,Clothing,1,79.99
ORD-11095,CUST-188,2026-01-08 16:33:24,Dumbbells,Sports,1,59.99
ORD-11096,CUST-726,2026-01-17 13:59:45,RC Car,Toys,1,49.99
ORD-11097,CUST-782,2026-01-10 18:48:34,Jeans,Clothing,1,49.99
ORD-11098,CUST-824,2026-04-01 23:48:10,T-Shirt,Clothing,2,19.99
ORD-11099,CUST-267,2026-02-08 13:42:08,Running Shoes,Sports,5,99.99
ORD-11100,CUST-635,2025-12-07 08:28:49,Action Figure,Toys,2,14.99
ORD-11101,CUST-838,2026-04-20 06:14:11,Coffee Maker,Home & Garden,1,69.99
ORD-11102,CUST-229,2026-04-12 06:43:32,Coffee Maker,Home & Garden,2,69.99
ORD-11103,CUST-220,2026-04-16 10:31:05,Wireless Earbuds,Electronics,1,49.99
ORD-11104,CUST-539,2026-04-22 14:29:07,Coffee Maker,Home & Garden,1,69.99
ORD-11105,CUST-369,2026-01-08 02:58:15,Puzzle,Toys,2,19.99
ORD-11106,CUST-608,2026-02-15 08:50:30,Tennis Racket,Sports,1,119.99
ORD-11107,CUST-156,2026-03-30 19:13:12,Running Shoes,Sports,3,99.99
ORD-11108,CUST-270,2026-03-24 05:34:54,Planter,Home & Garden,1,24.99
ORD-11109,CUST-891,2026-01-03 16:12:57,Mechanical Keyboard,Electronics,3,89.99
ORD-11110,CUST-790,2026-04-05 15:28:22,Mechanical Keyboard,Electronics,1,89.99
ORD-11111,CUST-621,2026-01-18 08:06:19,Wireless Earbuds,Electronics,1,49.99
ORD-11112,CUST-112,2026-01-18 05:15:47,Sneakers,Clothing,1,79.99
ORD-11113,CUST-472,2026-03-05 23:07:53,Yoga Mat,Sports,4,29.99
ORD-11114,CUST-283,2026-03-12 16:00:38,Smartwatch,Electronics,1,149.99
ORD-11115,CUST-831,2026-03-11 03:45:25,Dumbbells,Sports,1,59.99
ORD-11116,CUST-354,2025-12-18 12:09:35,Dumbbells,Sports,4,59.99
ORD-11117,CUST-427,2026-04-11 16:10:01,Coffee Maker,Home & Garden,3,69.99
ORD-11118,CUST-685,2026-01-25 19:52:15,Planter,Home & Garden,1,24.99
ORD-11119,CUST-789,2025-12-28 20:11:16,Smartwatch,Electronics,1,149.99
ORD-11120,CUST-628,2026-04-12 18:06:39,Smartwatch,Electronics,5,149.99
ORD-11121,CUST-170,2026-04-19 00:37:10,Tennis Racket,Sports,3,119.99
ORD-11122,CUST-892,2026-04-10 04:39:15,Blender,Home & Garden,1,49.99
ORD-11123,CUST-666,2026-04-05 00:20:13,Tennis Racket,Sports,1,119.99
ORD-11124,CUST-305,2026-03-19 18:24:35,Blender,Home & Garden,1,49.99
ORD-11125,CUST-411,2026-03-07 15:47:32,RC Car,Toys,1,49.99
ORD-11126,CUST-477,2025-12-17 03:37:06,Puzzle,Toys,5,19.99
ORD-11127,CUST-891,2026-02-17 02:25:31,Jacket,Clothing,2,89.99
ORD-11128,CUST-659,2026-02-11 22:46:53,Sneakers,Clothing,1,79.99
ORD-11129,CUST-519,2026-01-24 19:13:54,Wireless Earbuds,Electronics,1,49.99
ORD-11130,CUST-454,2026-03-27 03:50:09,Wireless Earbuds,Electronics,5,49.99
ORD-11131,CUST-101,2026-02-28 19:34:31,Yoga Mat,Sports,3,29.99
ORD-11132,CUST-844,2025-12-15 07:20:34,Blender,Home & Garden,1,49.99
ORD-11133,CUST-642,2026-01-17 12:36:05,Sneakers,Clothing,1,79.99
ORD-11134,CUST-161,2026-03-22 20:23:15,T-Shirt,Clothing,2,19.99
ORD-11135,CUST-195,2025-12-13 17:27:54,Smartwatch,Electronics,4,149.99
ORD-11136,CUST-632,2026-04-09 03:10:06,Dumbbells,Sports,2,59.99
ORD-11137,CUST-481,2026-02-28 17:20:15,Tennis Racket,Sports,5,119.99
ORD-11138,CUST-186,2026-02-26 20:18:37,Puzzle,Toys,1,19.99
ORD-11139,CUST-236,2026-03-12 14:31:03,Yoga Mat,Sports,1,29.99
ORD-11140,CUST-681,2026-04-06 12:34:28,Smartwatch,Electronics,1,149.99
ORD-11141,CUST-233,2026-02-08 05:14:01,Sneakers,Clothing,1,79.99
ORD-11142,CUST-422,2026-03-22 06:39:41,Yoga Mat,Sports,2,29.99
ORD-11143,CUST-853,2026-03-09 10:47:35,Tool Set,Home & Garden,1,129.99
ORD-11144,CUST-378,2026-01-26 01:50:56,Sneakers,Clothing,1,79.99
ORD-11145,CUST-307,2026-04-11 18:51:43,T-Shirt,Clothing,2,19.99
ORD-11146,CUST-698,2026-04-03 19:12:10,Mechanical Keyboard,Electronics,1,89.99
ORD-11147,CUST-268,2026-03-20 02:57:52,Tennis Racket,Sports,1,119.99
ORD-11148,CUST-516,2026-04-09 01:42:15,Mechanical Keyboard,Electronics,1,89.99
ORD-11149,CUST-888,2026-04-10 16:39:19,Jacket,Clothing,1,89.99
ORD-11150,CUST-574,2026-03-25 13:23:47,Coffee Maker,Home & Garden,3,69.99
ORD-11151,CUST-192,2026-04-07 17:47:55,Jeans,Clothing,3,49.99
ORD-11152,CUST-411,2026-03-24 09:20:09,RC Car,Toys,1,49.99
ORD-11153,CUST-435,2026-03-22 12:13:49,T-Shirt,Clothing,1,19.99
ORD-11154,CUST-354,2026-03-15 15:15:30,Planter,Home & Garden,1,24.99
ORD-11155,CUST-150,2026-03-30 05:29:52,Blender,Home & Garden,1,49.99
ORD-11156,CUST-278,2026-01-04 17:56:58,Wireless Earbuds,Electronics,5,49.99
ORD-11157,CUST-563,2026-04-12 00:01:20,Board Game,Toys,2,39.99
ORD-11158,CUST-355,2026-04-11 03:11:35,Mechanical Keyboard,Electronics,1,89.99
